Previous Score,Sleeping Hours,Practice exam,Delegation,Scholarship,Final Score
80.03252065,7.472757556,8,Benito Juarez,No,83.45871309
54.36596848,6.063819666,6,Iztapalapa,No,57.06335565
71.82649508,4.65350451,2,Iztapalapa,No,41.37181625
84.41181866,6.247920866,2,Coyoacan,No,60.96894644
76.91897736,7.423950784,4,Alvaro Obregon,No,69.15100283
94.48342645,6.33295078,6,Benito Juarez,Yes,100
85.25109153,7.437590751,6,Iztacalco,No,72.28407519
68.46101612,6.651457185,8,Iztapalapa,Yes,93.96387901
75.2731338,7.645869227,0,Coyoacan,No,47.68538717
74.52629297,5.534763811,2,Iztacalco,No,42.0727056
59.17823237,7.289335018,0,Coyoacan,No,30.20000395
65.59601084,6.03856878,5,Iztacalco,No,54.90937797
69.39239093,4.692575587,9,Xochimilco,Yes,98.95252338
54.63779497,6.752268815,6,Iztacalco,Yes,70.16029076
75.47493468,9.304476361,1,Iztapalapa,Yes,64.29542278
72.50928155,4.812135388,8,Iztapalapa,No,70.58933585
58.27106099,7.179088376,4,Iztacalco,Yes,65.45537888
79.04212865,8.196365595,2,Iztapalapa,No,52.25502521
82.15872745,10.45004603,6,Benito Juarez,No,92.32165439
77.27034479,6.260600526,6,Iztacalco,No,61.21019034
71.75931825,6.051999093,0,Iztapalapa,Yes,45.61632441
80.91442152,5.249961706,5,Coyoacan,No,69.2746725
81.8022036,8.710774502,2,Coyoacan,No,48.45887196
78.0740357,5.698878506,6,Coyoacan,No,61.71510886
66.7538775,6.444105352,4,Alvaro Obregon,No,62.60725391
77.76600766,4.226593184,3,Coyoacan,No,51.7315032
86.95480651,8.325957764,9,Xochimilco,No,100
69.03370941,8.737387421,6,Coyoacan,No,62.65666123
95.97939339,8.268662595,6,Benito Juarez,No,100
69.74369066,4.592012078,7,Benito Juarez,Yes,87.08065717
75.32407013,7.910726561,4,Alvaro Obregon,No,69.30931832
68.27514404,4.490994423,3,Benito Juarez,No,59.47948925
77.23270836,7.087060453,0,Iztapalapa,No,36.6432625
57.57778307,7.30761637,3,Coyoacan,No,44.50756779
69.53958201,7.465274827,9,Iztapalapa,Yes,91.5886725
64.078788,7.801954799,0,Alvaro Obregon,No,48.484322
76.35338348,6.987949595,6,Iztapalapa,No,75.37128471
84.94447376,4.056355731,5,Xochimilco,Yes,67.54927062
81.46006187,7.802681513,6,Iztapalapa,No,72.51302936
51.28340639,7.146412212,7,Iztapalapa,Yes,77.40709735
95.42069653,5.646070313,5,Xochimilco,No,77.776775
77.95279941,4.645903868,1,Benito Juarez,Yes,57.13222396
67.2350086,9.310033279,1,Coyoacan,No,45.92034777
76.57127919,8.846950807,8,Xochimilco,No,78.22726176
76.76189823,8.058936111,5,Iztapalapa,Yes,75.42704106
68.33151283,5.985550133,5,Iztacalco,No,65.18973266
76.97916667,3.224506672,0,Coyoacan,No,40.50731283
68.92527712,8.147018763,7,Coyoacan,No,70.89824808
70.95638007,7.550030161,7,Iztacalco,No,68.32313059
68.13720864,6.438006536,3,Alvaro Obregon,No,50.5052533
60.6732871,8.68720946,6,Alvaro Obregon,Yes,92.68505247
76.4583647,8.271996301,8,Coyoacan,Yes,86.65763196
80.85299437,7.264143232,0,Benito Juarez,No,63.88204379
80.14883596,7.052587627,4,Xochimilco,No,63.19529411
83.19925253,7.076451576,7,Alvaro Obregon,No,87.42122407
78.2434021,8.019909809,6,Alvaro Obregon,Yes,97.27882552
69.67274502,5.71378548,9,Iztapalapa,No,79.272615
83.39663864,7.638974683,3,Iztapalapa,No,62.15853094
61.4248246,5.619113583,2,Alvaro Obregon,No,49.76031814
65.99328617,9.004832758,0,Benito Juarez,No,47.19667846
65.35799929,7.798192857,2,Iztapalapa,No,38.77926561
85.80056059,5.967657608,1,Xochimilco,Yes,62.72812411
84.42788514,7.120893736,4,Benito Juarez,No,70.0997822
79.87305237,5.71932043,0,Xochimilco,Yes,40.77269288
85.71929865,9.256169257,3,Xochimilco,No,59.97181212
66.20717218,9.434313977,7,Coyoacan,No,73.47439679
78.4859512,8.044335524,8,Xochimilco,No,80.87256605
73.74825572,9.334984851,0,Xochimilco,No,48.50080037
83.46882104,7.227693923,2,Benito Juarez,Yes,75.91457138
73.84775767,8.145268851,5,Iztapalapa,No,62.74113853
71.15057112,8.837086783,4,Xochimilco,No,65.62880787
80.40908519,6.991384607,0,Iztacalco,Yes,53.88007572
83.76169167,7.106655786,1,Benito Juarez,No,68.20113099
68.31654805,8.400484902,1,Alvaro Obregon,Yes,66.18451391
74.38924329,7.969746948,6,Xochimilco,No,70.96030245
64.41559366,5.86680892,5,Xochimilco,No,47.84219571
50.01938983,3.719755943,5,Benito Juarez,No,56.50050591
77.00459631,6.736707906,0,Benito Juarez,No,50.40158361
81.08905356,3.854628731,0,Benito Juarez,No,37.82617639
77.62066809,5.513473996,3,Alvaro Obregon,No,62.33462316
55.50438282,5.688569564,9,Xochimilco,No,72.88801539
71.4915057,6.147036534,5,Benito Juarez,No,65.13080072
52.8165224,8.230657216,5,Iztacalco,No,59.66062799
88.69701108,8.556519311,4,Alvaro Obregon,No,75.26610239
64.13945418,7.76311108,3,Iztacalco,No,51.00515776
87.55403609,7.948760464,1,Iztacalco,No,61.33556785
84.45869644,7.984180685,6,Iztacalco,No,77.18707165
65.99409647,3.254755013,5,Alvaro Obregon,No,62.37591892
63.67215049,7.015296523,6,Iztapalapa,Yes,75.84690801
78.50370216,4.305311918,2,Alvaro Obregon,Yes,76.07526444
66.55675963,7.763709214,0,Benito Juarez,No,47.63822233
76.02484642,3.860337779,0,Xochimilco,No,26.24226936
70.17172409,6.729342197,3,Iztacalco,No,47.66967222
57.18841586,7.821654664,3,Benito Juarez,Yes,68.56576347
52.69531981,5.323363078,6,Iztacalco,No,53.07200241
77.26684248,8.442573941,6,Iztacalco,No,79.7220645
69.38442254,7.759933255,3,Xochimilco,No,50.12520167
69.46910183,7.571237044,6,Benito Juarez,Yes,100
81.95863839,8.047002381,7,Coyoacan,No,76.57981841
86.73442277,6.461199868,8,Iztacalco,No,76.94887825
72.27455279,7.227878296,5,Xochimilco,No,59.44310619
71.59401293,7.015077358,3,Coyoacan,Yes,64.45892573
80.00143033,6.981176583,9,Alvaro Obregon,No,94.42724949
61.4306443,5.991953385,1,Iztacalco,No,43.57019256
77.23153055,5.136201828,8,Iztacalco,No,67.316667
80.51885972,6.494712476,6,Xochimilco,No,65.13117291
81.80230208,6.412078139,5,Alvaro Obregon,No,67.90568729
55.63247297,5.894903519,3,Benito Juarez,No,52.6876181
67.3864473,8.278080673,3,Benito Juarez,No,66.73123996
66.21736747,5.241690073,1,Coyoacan,Yes,43.27531393
75.99886954,6.742736262,0,Alvaro Obregon,No,50.13674623
79.8074458,8.749509567,4,Iztacalco,No,60.38261992
89.96710407,8.363694029,5,Coyoacan,No,73.96371089
70.0503452,8.824440828,9,Benito Juarez,No,100
70.02427502,6.113829134,8,Iztacalco,No,74.37782095
86.49672019,8.176432189,0,Xochimilco,No,53.73236258
77.96576939,5.405544405,4,Benito Juarez,No,63.78062065
87.67651511,6.586189066,4,Coyoacan,No,70.53842947
77.88728003,6.727366284,8,Benito Juarez,Yes,96.24623984
63.42883381,6.136239682,3,Xochimilco,No,49.65080184
61.66871645,6.457279018,2,Benito Juarez,No,47.22247907
59.48487751,6.259936109,2,Alvaro Obregon,Yes,53.24054513
81.62051835,5.526409283,5,Xochimilco,No,65.25789209
86.88596823,8.284620259,0,Coyoacan,Yes,59.79144378
93.49362141,6.726324996,0,Iztacalco,Yes,45.63562996
83.43105332,7.302154816,0,Benito Juarez,Yes,65.05970106
86.62838578,7.245665307,6,Benito Juarez,Yes,99.4102586
69.19983667,7.082089638,4,Iztapalapa,No,59.60019899
63.43584183,7.139206819,8,Coyoacan,No,79.2200553
83.50079332,6.54187417,2,Coyoacan,Yes,63.09743997
79.17680752,9.127595303,5,Iztacalco,No,71.17481077
76.07444374,8.141117142,6,Alvaro Obregon,Yes,100
78.87371481,7.027573049,2,Iztacalco,No,54.6822537
78.23185482,6.329418346,8,Xochimilco,No,81.88020041
87.8381686,6.821768736,1,Coyoacan,No,56.52249768
87.94985585,7.626432275,6,Benito Juarez,No,94.63679369
80.44220352,9.249910139,9,Alvaro Obregon,No,100
83.45802873,4.940428683,3,Alvaro Obregon,No,62.39143028
80.14062552,7.989662138,8,Coyoacan,No,84.55387061
70.38830268,8.690085455,6,Coyoacan,No,76.78597745
82.56564675,4.769922295,7,Iztacalco,Yes,81.10854635
61.05504931,6.728273685,9,Iztapalapa,Yes,95.49286288
85.53891552,5.40322304,2,Coyoacan,No,49.28357868
63.0547706,7.645794418,5,Coyoacan,No,47.95797028
77.85803287,6.462473601,3,Iztacalco,Yes,63.51753566
66.54846042,6.8047914,3,Coyoacan,Yes,55.16363775
80.53388983,6.383416289,1,Xochimilco,No,40.25359784
74.66074774,8.080245149,9,Iztacalco,No,98.50870384
59.05244042,7.343549441,8,Xochimilco,No,69.28754302
79.20699631,7.346390146,0,Coyoacan,No,42.81245208
69.22079223,7.240932738,0,Benito Juarez,No,50.67976922
83.81146721,7.858736321,6,Coyoacan,No,74.11618622
75.01325689,6.607042218,9,Iztapalapa,No,76.13381078
78.95420985,9.551162181,6,Alvaro Obregon,No,83.27352223
65.42431045,5.147807873,3,Iztacalco,Yes,53.96739868
69.10667769,4.411122328,7,Iztapalapa,No,62.11816663
70.41361364,4.286979147,4,Xochimilco,Yes,65.32725063
83.5670248,3.880617821,5,Iztacalco,No,61.84965653
91.77377088,8.009754722,3,Iztapalapa,Yes,74.9637326
66.94828248,7.827051549,2,Iztacalco,No,46.9485739
85.76848145,8.811664738,1,Xochimilco,No,47.49633959
53.30322582,5.415042678,7,Iztacalco,No,53.94234051
63.05810599,8.118192182,4,Xochimilco,No,56.34228445
65.41221544,7.085236093,9,Alvaro Obregon,No,88.5025861
61.47491311,7.249879749,5,Coyoacan,No,59.60636034
59.1641161,7.938434343,5,Iztacalco,Yes,78.12526534
79.12998912,5.865577373,3,Iztacalco,Yes,72.47956207
72.85932302,10.8808737,8,Xochimilco,No,86.59438894
78.79405398,8.997820456,6,Alvaro Obregon,No,87.99489744
81.90472686,6.202441069,9,Xochimilco,No,91.41472511
77.65616993,5.363892913,7,Xochimilco,No,79.83003597
81.57763176,6.868143757,6,Iztacalco,No,73.72159649
74.30467714,7.273387665,3,Iztacalco,No,64.35343564
63.13006612,8.59842289,8,Benito Juarez,No,92.70677537
85.57814181,5.246918633,1,Benito Juarez,Yes,71.71873449
69.10887867,7.428230415,4,Xochimilco,No,51.58286118
65.64403701,4.706477463,1,Benito Juarez,No,52.59054724
73.22082124,7.65453639,7,Alvaro Obregon,No,84.44456786
65.87189081,6.838743669,8,Xochimilco,No,75.56312903
70.82569618,9.905019643,2,Iztacalco,No,41.8298903
78.44053922,4.680996184,4,Alvaro Obregon,No,63.73740182
78.48341739,9.055912572,8,Xochimilco,No,90.61839358
66.02169934,4.444252997,5,Alvaro Obregon,Yes,71.65580043
70.12294627,5.009184588,2,Iztapalapa,No,47.03885942
85.74333005,4.484358162,5,Coyoacan,No,59.0925549
79.96400118,7.375528913,8,Iztapalapa,Yes,87.73245124
95.75065039,5.239451784,9,Xochimilco,No,89.53786619
86.80128174,4.977502742,6,Xochimilco,Yes,73.89418034
86.44293069,7.304151402,3,Xochimilco,No,55.27283632
61.1213145,7.677663079,3,Coyoacan,Yes,64.13165882
82.63860352,7.059773956,0,Iztapalapa,No,48.86116832
74.46893198,6.756671276,2,Iztacalco,Yes,59.13130949
69.49018196,9.743364449,8,Alvaro Obregon,No,100
76.68015341,7.218754399,0,Iztapalapa,No,36.40799518
84.45211535,8.208537211,1,Iztapalapa,Yes,60.31515458
80.00831591,7.214383189,1,Iztacalco,No,40.61706577
66.21526199,5.353185568,7,Alvaro Obregon,No,72.36575154
82.42458914,7.824831523,5,Coyoacan,No,70.97555165
68.62412458,6.016304033,6,Iztapalapa,No,58.73279252
77.16683119,6.863520793,3,Coyoacan,No,54.96218595
71.96649933,7.458104023,3,Benito Juarez,No,61.64958408
72.81133748,4.0878729,3,Xochimilco,No,53.25412167
82.66242975,4.585746814,5,Iztapalapa,No,61.0826336
64.5980628,8.364188759,3,Alvaro Obregon,No,65.59565018
94.45195074,6.00438033,0,Benito Juarez,No,51.93026362
56.78913931,6.075517016,0,Benito Juarez,Yes,54.6245969
69.02332317,7.249657596,7,Iztapalapa,Yes,80.82908649
78.7021189,6.421491104,1,Iztapalapa,Yes,58.38287559
80.84314166,7.626382572,8,Xochimilco,Yes,95.1519597
73.99524279,6.923317317,9,Benito Juarez,No,95.60737004
74.42609297,7.297904425,7,Iztapalapa,No,78.97596692
79.10550085,5.947212415,0,Xochimilco,Yes,50.03817066
72.68930523,7.290392235,9,Alvaro Obregon,No,100
88.93181258,8.65763363,7,Alvaro Obregon,No,95.4326404
83.39349114,6.148377676,8,Benito Juarez,Yes,100
83.72824351,8.37297745,3,Iztapalapa,Yes,78.88448697
65.33843277,6.922659523,6,Xochimilco,No,59.23524483
74.20611576,8.101722484,3,Xochimilco,No,56.81344681
71.99534051,7.193156978,2,Benito Juarez,Yes,80.05106487
64.94398624,6.94988362,0,Alvaro Obregon,No,41.68910218
78.60164184,7.524594523,1,Iztapalapa,Yes,50.73725784
69.62354242,8.820396343,6,Xochimilco,No,77.40183129
81.5540383,7.354145941,5,Alvaro Obregon,Yes,99.72157054
64.29808437,7.717796246,7,Xochimilco,Yes,82.54683953
92.19040613,6.44727263,2,Iztapalapa,No,49.93374382
66.03667341,9.356329711,5,Iztacalco,No,72.22271085
77.19302337,7.960505666,5,Alvaro Obregon,Yes,93.93395239
82.9185931,7.11656269,1,Coyoacan,No,51.97441871
69.2935957,6.816019492,0,Xochimilco,No,35.65532259
83.52468643,8.466862404,1,Xochimilco,No,57.50586781
62.70816402,6.090693884,8,Iztapalapa,Yes,88.07759188
89.52117699,4.325687476,5,Iztacalco,No,71.71372922
75.14149265,7.108599399,2,Iztacalco,No,50.85175324
69.03588592,8.78500686,9,Iztacalco,No,83.28199106
72.00818228,9.386963217,6,Alvaro Obregon,Yes,96.64112769
83.08919269,6.839059085,0,Xochimilco,No,41.97190027
69.15544708,7.065381496,7,Coyoacan,No,66.51029977
67.50642311,7.779295649,9,Iztacalco,Yes,88.98955391
72.78463402,6.603475872,6,Xochimilco,No,56.52758149
63.23037887,7.774608923,2,Benito Juarez,Yes,57.78018914
93.20543908,6.871897373,3,Iztapalapa,No,67.93376884
69.33605409,8.517052386,6,Iztapalapa,No,69.98106662
83.31616786,8.08447077,3,Xochimilco,Yes,76.23669357
77.09470084,8.215341748,4,Coyoacan,No,57.59155219
65.1546595,6.692023533,0,Xochimilco,No,33.19342304
74.94045291,9.888890981,4,Coyoacan,Yes,76.1399209
82.84002779,7.725867914,9,Alvaro Obregon,No,100
73.11738665,7.37094108,9,Benito Juarez,No,93.03026358
86.93112946,5.858585529,3,Iztapalapa,No,60.77006533
85.21515393,6.85439227,2,Iztacalco,Yes,67.58398239
84.18914855,7.171569641,8,Iztacalco,No,86.62945805
70.40343228,5.818484055,0,Iztapalapa,Yes,52.22722253
64.20157552,6.561524281,9,Benito Juarez,No,86.2971952
68.86412395,6.751299973,4,Benito Juarez,No,62.93032437
76.96240941,7.083880991,9,Xochimilco,No,81.86557557
80.45786714,4.355939515,1,Iztacalco,No,38.68024563
53.28428595,6.797094189,4,Iztapalapa,No,56.52907354
74.91886798,6.433980725,4,Iztacalco,No,46.48009058
76.58089225,6.968673776,9,Alvaro Obregon,No,98.77350303
72.22455744,8.552914849,0,Iztapalapa,No,41.64210471
87.91273839,10.07859324,3,Benito Juarez,Yes,93.30636057
79.21780074,8.017565799,6,Iztacalco,Yes,80.19506888
88.10191908,5.148366742,0,Coyoacan,No,45.75988002
72.8403948,6.481889572,9,Coyoacan,No,91.70818376
84.37477493,7.893944963,1,Alvaro Obregon,No,60.15486739
91.35066395,7.724935745,3,Coyoacan,No,51.22518925
88.11693449,8.480988603,9,Alvaro Obregon,Yes,100
64.07858407,6.853973509,1,Alvaro Obregon,Yes,56.78716435
72.46323922,6.454749633,1,Benito Juarez,Yes,64.94244452
71.54835295,9.628636006,0,Benito Juarez,No,50.76407997
79.89254535,7.088005905,1,Iztapalapa,No,41.2892686
81.86353555,5.474988436,2,Iztacalco,No,49.6033874
66.61107326,9.212700486,3,Xochimilco,No,57.13332795
75.67838514,4.755856763,0,Coyoacan,Yes,43.58600148
54.80072668,1.757432166,0,Iztacalco,No,22.54460416
89.41945006,8.154080137,6,Iztacalco,No,87.10516101
69.87625759,8.366051457,4,Alvaro Obregon,No,64.95469803
75.5586394,7.621019413,6,Coyoacan,Yes,79.72731352
71.90350286,5.046315874,9,Benito Juarez,No,84.02068732
86.46027575,6.911695217,8,Iztacalco,No,90.843554
46.62493559,6.58274714,0,Alvaro Obregon,No,36.04601089
74.83389658,6.194066484,7,Benito Juarez,No,87.46645322
73.94181243,9.118104146,9,Alvaro Obregon,No,100
70.46363612,5.430000912,3,Iztacalco,No,48.59160745
92.26226546,7.47415668,8,Xochimilco,No,91.30751488
66.12670541,8.791070475,1,Iztacalco,Yes,63.24465774
82.71796177,7.572162288,8,Iztacalco,No,74.04774533
78.56252789,8.861677559,7,Coyoacan,Yes,94.97130871
87.61519253,7.845572084,5,Coyoacan,Yes,82.0537624
68.32810915,7.644024506,4,Xochimilco,No,63.43948167
67.67031101,7.550252303,2,Iztacalco,No,47.00508104
85.96069907,7.9201649,0,Coyoacan,No,51.89319237
79.25321308,6.421691354,5,Alvaro Obregon,No,80.09567925
59.55062653,5.047189222,9,Alvaro Obregon,Yes,96.37635142
69.60694986,8.431065117,4,Xochimilco,No,59.18349668
78.86382654,8.742613451,7,Xochimilco,No,79.39234742
83.37764222,7.377968216,0,Iztapalapa,No,54.36678082
68.20769347,6.177436571,9,Benito Juarez,Yes,96.24789043
45.8574401,4.663424325,0,Alvaro Obregon,Yes,49.07209816
80.23223186,7.12871065,6,Benito Juarez,No,80.39106014
62.7967931,4.976574483,7,Iztapalapa,No,64.02351288
54.82661202,4.766518746,9,Iztapalapa,No,65.32421419
46.67674075,6.968902708,0,Xochimilco,No,24.84014895
83.1398086,5.854345748,8,Benito Juarez,Yes,97.30141308
76.2861745,7.517964334,6,Iztacalco,Yes,86.2775145
72.74343619,6.761056596,6,Benito Juarez,No,75.41725711
88.89024363,6.090048151,7,Alvaro Obregon,No,93.6707997
81.37324683,4.442627379,7,Benito Juarez,No,83.2555305
91.16300043,5.720667811,0,Alvaro Obregon,Yes,80.22761158
61.07264528,5.775795265,3,Alvaro Obregon,Yes,75.24400745
74.65449376,5.16203849,8,Alvaro Obregon,No,85.50742117
58.83286625,6.506433557,2,Iztacalco,No,35.54885741
72.70617668,5.279122013,5,Iztacalco,Yes,73.53581122
72.51384146,6.754385879,3,Iztapalapa,Yes,76.72529883
81.26613637,7.360616821,0,Coyoacan,No,48.92542853
75.45563881,5.760745068,2,Iztacalco,No,49.42004728
81.23407138,7.638112944,2,Iztacalco,No,58.4379557
82.03440133,4.957963193,2,Iztapalapa,No,49.91540082
96.54928677,5.331733902,5,Iztapalapa,Yes,89.59267515
71.84703345,6.830174054,8,Iztapalapa,No,79.22385074
65.58977299,8.030561638,6,Benito Juarez,Yes,88.24606297
77.46083615,8.301099312,6,Alvaro Obregon,No,78.28303172
66.97719973,9.418585933,0,Iztacalco,Yes,58.59841721
89.81960768,6.435116688,8,Xochimilco,No,85.77660578
72.16781961,6.808748022,3,Alvaro Obregon,No,64.99041628
69.34423632,5.450986706,7,Coyoacan,No,67.63057857
70.28684279,5.119350502,0,Iztapalapa,No,41.71468983
82.18417423,7.342858129,7,Coyoacan,No,73.18643719
73.42253017,5.836192751,8,Xochimilco,No,72.35115628
68.5833318,8.8485688,4,Xochimilco,Yes,74.28344322
91.65351918,4.806421402,6,Xochimilco,No,78.2301805
66.43830159,7.729529809,9,Iztapalapa,No,75.5145156
75.35566074,5.491391142,1,Iztapalapa,No,44.04204368
81.52306152,5.7693273,0,Coyoacan,Yes,53.61390837
58.6866489,7.808668098,5,Alvaro Obregon,No,70.11625333
79.80260501,5.986179346,8,Xochimilco,Yes,100
64.44892325,6.226323899,0,Coyoacan,Yes,34.71120317
83.22782781,5.781762455,9,Benito Juarez,No,91.77266081
65.37348988,9.677544687,0,Iztacalco,Yes,58.33757729
81.92769032,6.073770533,3,Iztacalco,No,55.41469434
86.05833066,7.077328326,9,Alvaro Obregon,Yes,100
83.61436526,6.6971296,5,Alvaro Obregon,Yes,100
77.51316648,7.332125593,8,Alvaro Obregon,Yes,100
72.68699057,6.07789458,1,Coyoacan,Yes,52.80911203
69.23580424,6.698774148,4,Coyoacan,No,62.60256468
89.71034691,7.590928013,6,Xochimilco,No,81.05580601
68.0050478,5.705489293,3,Coyoacan,No,40.85446853
64.62933926,8.633982035,5,Iztapalapa,No,65.97477857
81.65368935,8.778220779,5,Coyoacan,No,86.0634589
67.03863197,7.909738939,3,Iztacalco,No,54.23059293
65.49936503,7.104814575,3,Iztacalco,Yes,60.95271121
60.56395738,2.514097828,8,Iztapalapa,No,60.45592848
70.17090161,7.636436699,0,Coyoacan,No,36.30990582
74.17284976,6.413004392,4,Coyoacan,No,56.29977613
77.43091728,6.630588383,8,Benito Juarez,No,91.11054567
84.51306244,4.153934004,8,Benito Juarez,No,88.99263782
80.26897924,7.740382729,8,Iztacalco,No,88.78707934
73.0912778,4.82712843,1,Alvaro Obregon,No,53.42301543
73.01804324,7.177636819,6,Xochimilco,Yes,86.14236128
80.10157469,8.356986223,9,Iztacalco,No,84.66085045
87.72570163,6.296007728,7,Xochimilco,Yes,91.10057
76.26314199,8.824077588,0,Iztapalapa,No,43.75408413
70.30869146,5.879514433,1,Coyoacan,Yes,49.24589021
65.07133999,7.900649615,0,Benito Juarez,No,47.0267724
60.54794736,5.042821373,8,Xochimilco,Yes,73.40986987
81.66269672,8.546695652,9,Iztacalco,Yes,98.10672266
80.77978524,8.313985574,4,Xochimilco,No,68.08865681
80.77363525,7.702536884,3,Iztapalapa,No,61.88179163
73.71340554,6.410073795,7,Alvaro Obregon,No,78.24894884
89.06934746,4.896999065,2,Iztacalco,Yes,62.79649971
70.15881505,6.414039527,7,Coyoacan,Yes,77.98686236
84.55269237,8.665460764,2,Coyoacan,Yes,65.47607031
74.61257105,7.194942807,5,Benito Juarez,Yes,78.05468731
68.91649235,4.670444606,3,Iztapalapa,No,40.69467339
80.92530307,5.312908541,7,Alvaro Obregon,No,81.4799925
79.09636119,8.879727101,6,Alvaro Obregon,No,88.44918393
78.56972759,7.731869128,4,Iztapalapa,Yes,75.87873175
75.81278422,5.148999819,2,Benito Juarez,No,57.70850964
74.62106918,4.351252756,4,Coyoacan,Yes,70.12846101
98.88371993,6.062436798,3,Alvaro Obregon,Yes,93.12648058
86.84256645,4.222961938,7,Iztapalapa,No,76.74234939
82.22826895,6.766248265,4,Benito Juarez,Yes,88.35305561
76.11799158,10.67743806,9,Coyoacan,No,85.15904703
85.07157201,4.604565886,9,Iztapalapa,No,87.87665637
80.17994776,6.720961505,4,Benito Juarez,No,77.04692828
75.26204753,8.967889863,1,Iztacalco,Yes,61.19813613
71.96435675,8.123631787,8,Iztapalapa,Yes,96.93150853
74.19082662,6.776888928,5,Alvaro Obregon,No,71.68369556
43.29574264,6.780476995,0,Iztapalapa,No,23.42529286
77.10600839,5.266135326,2,Coyoacan,No,46.15521356
70.1152392,6.598516345,3,Iztapalapa,Yes,71.12804631
90.92669998,7.365161071,9,Xochimilco,Yes,100
75.19344071,8.657670315,9,Coyoacan,Yes,98.46612305
63.1103658,6.069736565,1,Benito Juarez,No,49.62190183
74.50119846,6.715247308,9,Iztacalco,Yes,100
64.53878915,5.576179779,3,Coyoacan,No,39.24809487
79.73407416,7.337987769,1,Benito Juarez,Yes,74.95423757
77.90947364,8.175669175,5,Benito Juarez,Yes,86.57183148
84.57839631,7.94447202,9,Iztacalco,No,91.71853588
67.09118208,5.244719387,8,Alvaro Obregon,No,76.48021559
75.34008096,7.220294814,0,Alvaro Obregon,No,49.69674003
61.34978205,5.984031208,4,Iztapalapa,Yes,64.80314443
82.01494782,8.516575023,8,Alvaro Obregon,No,95.57966412
80.1887118,6.758030916,6,Iztapalapa,No,76.71648662
79.95805021,4.720729993,5,Coyoacan,No,65.01525423
75.01619031,6.670295942,6,Xochimilco,Yes,78.96285136
79.14772891,7.687708854,8,Xochimilco,Yes,100
91.04339108,7.366009095,2,Xochimilco,No,61.98013863
72.14905743,6.23230598,7,Xochimilco,No,75.65330502
76.38645184,6.122089915,0,Coyoacan,No,42.13791332
64.13873701,5.518743403,9,Iztapalapa,No,70.33176764
66.31739038,6.407875569,5,Iztacalco,No,59.66955311
75.97813293,5.71648155,8,Iztacalco,No,79.48004785
86.03933547,8.455128979,0,Alvaro Obregon,Yes,78.2737717
72.43719176,5.648293914,4,Coyoacan,Yes,62.29809596
72.64083471,7.183426694,7,Coyoacan,No,79.87662999
70.93114755,7.081455855,9,Xochimilco,No,84.01636199
69.65243329,8.418501172,5,Iztacalco,No,60.56901179
77.94971456,8.634052433,5,Benito Juarez,No,78.71289639
60.02742355,8.043954915,2,Iztacalco,No,53.61400416
87.80939577,7.529392515,7,Iztacalco,Yes,88.64396603
68.34577702,5.427030781,0,Benito Juarez,No,43.71602911
82.21903485,5.396694868,3,Alvaro Obregon,No,64.67046746
62.30001403,5.73146377,7,Iztapalapa,Yes,80.03213607
81.68840131,8.127881499,5,Alvaro Obregon,No,79.05777988
81.71944608,7.109994892,8,Xochimilco,No,87.21089541
78.84202072,8.302985861,0,Benito Juarez,No,63.33262724
65.05571478,8.504204101,1,Benito Juarez,Yes,55.11707386
77.4954819,5.91107215,0,Alvaro Obregon,No,42.33050855
63.16943815,7.048111491,3,Xochimilco,Yes,67.32480552
72.47236745,6.980509482,8,Xochimilco,Yes,90.51268867
85.29413101,6.508318466,3,Iztapalapa,Yes,78.04601921
82.96701927,6.197735718,8,Alvaro Obregon,No,96.77953901
75.15182943,8.777133255,5,Coyoacan,No,66.98564243
65.25193424,7.07795759,4,Coyoacan,Yes,58.19760945
81.45587712,7.019717183,9,Coyoacan,No,80.14000895
75.19381238,5.795833488,3,Iztapalapa,No,56.97198939
51.79684402,8.012818646,9,Iztapalapa,No,80.75845292
82.82629826,5.492338749,1,Benito Juarez,No,57.75172113
74.75767166,7.682358293,7,Iztacalco,Yes,80.2538405
87.02451248,7.72334404,2,Iztapalapa,Yes,77.55764521
64.04729481,6.381227426,0,Xochimilco,Yes,55.00712777
43.23296187,7.476478122,9,Iztacalco,No,75.15746537
77.79083858,7.278504339,6,Coyoacan,Yes,86.61707065
77.91563677,6.940959063,7,Coyoacan,No,78.47678147
58.09328372,7.01941597,6,Iztacalco,No,50.64707877
65.21500454,7.092672735,3,Alvaro Obregon,Yes,82.49110482
100,7.194867509,7,Benito Juarez,No,100
71.94389386,7.090363047,9,Benito Juarez,Yes,100
82.30958976,5.344203715,3,Alvaro Obregon,No,59.05827932
68.49340173,6.771683573,4,Xochimilco,No,61.46560743
54.09697101,7.397422902,7,Iztacalco,No,62.87514291
73.29741753,7.145933093,1,Iztacalco,Yes,55.71323637
72.3439544,8.430625389,9,Iztapalapa,No,78.31843548
71.00121761,7.930129884,7,Coyoacan,No,64.93586851
73.85359164,5.694385697,4,Coyoacan,No,46.83749568
77.64268272,6.750059338,4,Iztacalco,No,58.18280241
73.49883049,6.53299502,6,Iztapalapa,Yes,69.92941878
62.35993832,6.99347727,3,Xochimilco,Yes,55.62955613
79.86184792,6.9955279,2,Xochimilco,Yes,63.38416101
55.50628245,7.917282504,5,Iztapalapa,No,55.45084109
54.49642543,7.265992545,5,Benito Juarez,No,65.73037702
